0000001000000000, 0000001100000000, 1,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000010000000000, 0000010000000000, 0,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000100000000000, 0000110000000000, 1,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0001000000000000, 0001000000000000, 0,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0010000000000000, 0011000000000000, 1,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0100000000000000, 0100000000000000, 0,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
1000000000000000, 1100000000000000, 1,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10

4-bit only
0000000000001111, 0000000000001111, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000000001111, 0000000000001110, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000000001111, 0000000000001011, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000000001111, 0000000000001010, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000000011110, 0000000000011111, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000000011110, 0000000000011011, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000000111100, 0000000000111100, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000000111100, 0000000000111000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000000111100, 0000000000101100, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000000111100, 0000000000101000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000001111000, 0000000001111100, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000001111000, 0000000001101100, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000011110000, 0000000011110000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000011110000, 0000000011100000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000011110000, 0000000010110000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000011110000, 0000000010100000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000111100000, 0000000111110000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000000111100000, 0000000110110000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000001111000000, 0000001111000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000001111000000, 0000001110000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000001111000000, 0000001011000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000001111000000, 0000001010000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000011110000000, 0000011111000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000011110000000, 0000011011000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000111100000000, 0000111100000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000111100000000, 0000111000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000111100000000, 0000101100000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0000111100000000, 0000101000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0001111000000000, 0001111100000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0001111000000000, 0001101100000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0011110000000000, 0011110000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0011110000000000, 0011100000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0011110000000000, 0010110000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0011110000000000, 0010100000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0111100000000000, 0111110000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
0111100000000000, 0110110000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
1111000000000000, 1111000000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
1111000000000000, 1110000000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
1111000000000000, 1011000000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
1111000000000000, 1010000000000000, 2,1, 1 ,4 ,5 ,0 ,13 ,6 ,9 ,2 ,7 ,12 ,3 ,8 ,11 ,14 ,15 ,10
